time,Import T1 kWh,Import T2 kWh,Export T1 kWh,Export T2 kWh
2023-09-26 04:00,6747.358,9081.707,1026.859,2350.917
2023-09-26 04:15,6747.412,9081.707,1026.859,2350.917
2023-09-26 04:30,6747.464,9081.707,1026.859,2350.917
2023-09-26 04:45,6747.502,9081.707,1026.859,2350.917
2023-09-26 05:00,6747.541,9081.707,1026.859,2350.917
2023-09-26 05:15,6747.595,9081.707,1026.859,2350.917
2023-09-26 05:30,6747.664,9081.707,1026.859,2350.917
2023-09-26 05:45,6747.718,9081.707,1026.859,2350.917
2023-09-26 06:00,6747.779,9081.707,1026.859,2350.917
2023-09-26 06:15,6747.839,9081.707,1026.859,2350.917
2023-09-26 06:30,6747.887,9081.707,1026.859,2350.917
2023-09-26 06:45,6747.934,9081.707,1026.859,2350.917
2023-09-26 07:00,6747.988,9081.707,1026.859,2350.917
2023-09-26 07:15,6747.990,9081.772,1026.859,2350.917
2023-09-26 07:30,6747.990,9082.238,1026.859,2350.917
2023-09-26 07:45,6747.990,9082.367,1026.859,2350.917
2023-09-26 08:00,6747.990,9082.504,1026.859,2350.917
2023-09-26 08:15,6747.990,9082.549,1026.859,2350.917
2023-09-26 08:30,6747.990,9082.551,1026.859,2350.923
2023-09-26 08:45,6747.990,9082.595,1026.859,2350.937
2023-09-26 09:00,6747.990,9083.044,1026.859,2350.937
2023-09-26 09:15,6747.990,9083.343,1026.859,2350.990
2023-09-26 09:30,6747.990,9083.465,1026.859,2351.067
2023-09-26 09:45,6747.990,9083.686,1026.859,2351.108
2023-09-26 10:00,6747.990,9083.686,1026.859,2351.377
2023-09-26 10:15,6747.990,9083.686,1026.859,2351.593
2023-09-26 10:30,6747.990,9083.686,1026.859,2351.872
2023-09-26 10:45,6747.990,9083.686,1026.859,2352.006
2023-09-26 11:00,6747.990,9083.831,1026.859,2352.145
2023-09-26 11:15,6747.990,9083.972,1026.859,2352.197
2023-09-26 11:30,6747.990,9083.972,1026.859,2352.388
2023-09-26 11:45,6747.990,9084.039,1026.859,2352.557
2023-09-26 12:00,6747.990,9084.039,1026.859,2352.751
2023-09-26 12:15,6747.990,9084.039,1026.859,2352.977
2023-09-26 12:30,6747.990,9084.039,1026.859,2353.158
2023-09-26 12:45,6747.990,9084.050,1026.859,2353.271
2023-09-26 13:00,6747.990,9084.063,1026.859,2353.398
2023-09-26 13:15,6747.990,9084.387,1026.859,2353.400
2023-09-26 13:30,6747.990,9084.387,1026.859,2353.496
2023-09-26 13:45,6747.990,9084.387,1026.859,2353.650
2023-09-26 14:00,6747.990,9084.556,1026.859,2353.688
2023-09-26 14:15,6747.990,9084.556,1026.859,2353.744
2023-09-26 14:30,6747.990,9084.578,1026.859,2353.752
2023-09-26 14:45,6747.990,9084.739,1026.859,2353.765
2023-09-26 15:00,6747.990,9085.177,1026.859,2353.765
2023-09-26 15:15,6747.990,9085.417,1026.859,2353.765
2023-09-26 15:30,6747.990,9085.481,1026.859,2353.773
2023-09-26 15:45,6747.990,9085.543,1026.859,2353.812
2023-09-26 16:00,6747.990,9085.578,1026.859,2353.830
2023-09-26 16:15,6747.990,9085.649,1026.859,2353.853
2023-09-26 16:30,6747.990,9085.863,1026.859,2353.872
2023-09-26 16:45,6747.990,9085.863,1026.859,2353.899
2023-09-26 17:00,6747.990,9085.866,1026.859,2353.931
2023-09-26 17:15,6747.990,9085.873,1026.859,2353.933
2023-09-26 17:30,6747.990,9085.896,1026.859,2353.933
2023-09-26 17:45,6747.990,9085.955,1026.859,2353.933
2023-09-26 18:00,6747.990,9086.008,1026.859,2353.933
2023-09-26 18:15,6747.990,9086.054,1026.859,2353.933
2023-09-26 18:30,6747.990,9086.104,1026.859,2353.933
2023-09-26 18:45,6747.990,9086.183,1026.859,2353.933
2023-09-26 19:00,6747.990,9086.294,1026.859,2353.933
2023-09-26 19:15,6747.990,9086.418,1026.859,2353.933
2023-09-26 19:30,6747.990,9086.582,1026.859,2353.933
2023-09-26 19:45,6747.990,9086.757,1026.859,2353.933
2023-09-26 20:00,6747.990,9086.896,1026.859,2353.933
2023-09-26 20:15,6747.990,9087.022,1026.859,2353.933
2023-09-26 20:30,6747.990,9087.131,1026.859,2353.933
2023-09-26 20:45,6747.990,9087.273,1026.859,2353.933
2023-09-26 21:00,6747.990,9087.877,1026.859,2353.933
2023-09-26 21:15,6747.990,9088.065,1026.859,2353.933
2023-09-26 21:30,6747.990,9088.309,1026.859,2353.933
2023-09-26 21:45,6747.990,9088.447,1026.859,2353.933
2023-09-26 22:00,6747.990,9088.586,1026.859,2353.933
2023-09-26 22:15,6747.990,9088.739,1026.859,2353.933
2023-09-26 22:30,6747.990,9088.881,1026.859,2353.933
2023-09-26 22:45,6747.990,9089.029,1026.859,2353.933
2023-09-26 23:00,6747.990,9089.196,1026.859,2353.933
2023-09-26 23:15,6748.175,9089.207,1026.859,2353.933
2023-09-26 23:30,6748.350,9089.207,1026.859,2353.933
2023-09-26 23:45,6748.487,9089.207,1026.859,2353.933
2023-09-27 00:00,6748.587,9089.207,1026.859,2353.933
2023-09-27 00:15,6748.662,9089.207,1026.859,2353.933
2023-09-27 00:30,6748.735,9089.207,1026.859,2353.933
2023-09-27 00:45,6748.815,9089.207,1026.859,2353.933
2023-09-27 01:00,6748.899,9089.207,1026.859,2353.933
2023-09-27 01:15,6748.989,9089.207,1026.859,2353.933
2023-09-27 01:30,6749.072,9089.207,1026.859,2353.933
2023-09-27 01:45,6749.174,9089.207,1026.859,2353.933
2023-09-27 02:00,6749.254,9089.207,1026.859,2353.933
2023-09-27 02:15,6749.323,9089.207,1026.859,2353.933
2023-09-27 02:30,6749.386,9089.207,1026.859,2353.933
2023-09-27 02:45,6749.429,9089.207,1026.859,2353.933
2023-09-27 03:00,6749.471,9089.207,1026.859,2353.933
2023-09-27 03:15,6749.528,9089.207,1026.859,2353.933
2023-09-27 03:30,6749.595,9089.207,1026.859,2353.933
2023-09-27 03:45,6749.657,9089.207,1026.859,2353.933
2023-09-27 04:00,6749.713,9089.207,1026.859,2353.933
2023-09-27 04:15,6749.762,9089.207,1026.859,2353.933
2023-09-27 04:30,6749.812,9089.207,1026.859,2353.933
2023-09-27 04:45,6749.852,9089.207,1026.859,2353.933
2023-09-27 05:00,6749.896,9089.207,1026.859,2353.933
2023-09-27 05:15,6749.968,9089.207,1026.859,2353.933
2023-09-27 05:30,6750.028,9089.207,1026.859,2353.933
2023-09-27 05:45,6750.087,9089.207,1026.859,2353.933
2023-09-27 06:00,6750.140,9089.207,1026.859,2353.933
2023-09-27 06:15,6750.191,9089.207,1026.859,2353.933
2023-09-27 06:30,6750.224,9089.207,1026.859,2353.933
2023-09-27 06:45,6750.263,9089.207,1026.859,2353.933
2023-09-27 07:00,6750.316,9089.207,1026.859,2353.933
2023-09-27 07:15,6750.320,9089.268,1026.859,2353.933
2023-09-27 07:30,6750.320,9089.357,1026.859,2353.933
2023-09-27 07:45,6750.320,9089.664,1026.859,2353.933
2023-09-27 08:00,6750.320,9089.775,1026.859,2353.933
2023-09-27 08:15,6750.320,9089.821,1026.859,2353.933
2023-09-27 08:30,6750.320,9089.842,1026.859,2353.933
2023-09-27 08:45,6750.320,9090.309,1026.859,2353.933
2023-09-27 09:00,6750.320,9090.511,1026.859,2353.933
2023-09-27 09:15,6750.320,9090.552,1026.859,2353.933
2023-09-27 09:30,6750.320,9090.571,1026.859,2353.933
2023-09-27 09:45,6750.320,9090.604,1026.859,2353.947
2023-09-27 10:00,6750.320,9090.779,1026.859,2353.949
2023-09-27 10:15,6750.320,9090.779,1026.859,2354.024
2023-09-27 10:30,6750.320,9090.780,1026.859,2354.083
2023-09-27 10:45,6750.320,9090.798,1026.859,2354.085
2023-09-27 11:00,6750.320,9090.802,1026.859,2354.092
2023-09-27 11:15,6750.320,9090.807,1026.859,2354.106
2023-09-27 11:30,6750.320,9090.807,1026.859,2354.144
2023-09-27 11:45,6750.320,9090.807,1026.859,2354.292
2023-09-27 12:00,6750.320,9090.821,1026.859,2354.400
2023-09-27 12:15,6750.320,9091.204,1026.859,2354.403
2023-09-27 12:30,6750.320,9091.205,1026.859,2354.451
2023-09-27 12:45,6750.320,9091.205,1026.859,2354.668
2023-09-27 13:00,6750.320,9091.205,1026.859,2354.818
2023-09-27 13:15,6750.320,9091.205,1026.859,2354.914
2023-09-27 13:30,6750.320,9091.210,1026.859,2354.968
2023-09-27 13:45,6750.320,9091.210,1026.859,2355.034
2023-09-27 14:00,6750.320,9091.473,1026.859,2355.055
2023-09-27 14:15,6750.320,9091.565,1026.859,2355.092
2023-09-27 14:30,6750.320,9091.657,1026.859,2355.143
2023-09-27 14:45,6750.320,9091.751,1026.859,2355.182
2023-09-27 15:00,6750.320,9091.839,1026.859,2355.197
2023-09-27 15:15,6750.320,9092.206,1026.859,2355.197
2023-09-27 15:30,6750.320,9092.371,1026.859,2355.197
2023-09-27 15:45,6750.320,9092.686,1026.859,2355.197
2023-09-27 16:00,6750.320,9092.976,1026.859,2355.197
2023-09-27 16:15,6750.320,9093.133,1026.859,2355.197
2023-09-27 16:30,6750.320,9093.255,1026.859,2355.197
2023-09-27 16:45,6750.320,9093.436,1026.859,2355.197
2023-09-27 17:00,6750.320,9093.558,1026.859,2355.197
2023-09-27 17:15,6750.320,9093.625,1026.859,2355.197
2023-09-27 17:30,6750.320,9093.705,1026.859,2355.197
2023-09-27 17:45,6750.320,9093.820,1026.859,2355.197
2023-09-27 18:00,6750.320,9093.968,1026.859,2355.197
2023-09-27 18:15,6750.320,9094.163,1026.859,2355.197
2023-09-27 18:30,6750.320,9094.315,1026.859,2355.197
2023-09-27 18:45,6750.320,9094.499,1026.859,2355.197
2023-09-27 19:00,6750.320,9094.677,1026.859,2355.197
2023-09-27 19:15,6750.320,9094.804,1026.859,2355.197
2023-09-27 19:30,6750.320,9094.916,1026.859,2355.197
2023-09-27 19:45,6750.320,9094.990,1026.859,2355.197
2023-09-27 20:00,6750.320,9095.072,1026.859,2355.197
2023-09-27 20:15,6750.320,9095.172,1026.859,2355.197
2023-09-27 20:30,6750.320,9095.287,1026.859,2355.197
2023-09-27 20:45,6750.320,9095.432,1026.859,2355.197
2023-09-27 21:00,6750.320,9095.567,1026.859,2355.197
2023-09-27 21:15,6750.320,9095.695,1026.859,2355.197
2023-09-27 21:30,6750.320,9095.831,1026.859,2355.197
2023-09-27 21:45,6750.320,9095.964,1026.859,2355.197
2023-09-27 22:00,6750.320,9096.046,1026.859,2355.197
2023-09-27 22:15,6750.320,9096.133,1026.859,2355.197
2023-09-27 22:30,6750.320,9096.223,1026.859,2355.197
2023-09-27 22:45,6750.320,9096.328,1026.859,2355.197
2023-09-27 23:00,6750.320,9096.449,1026.859,2355.197
2023-09-27 23:15,6750.472,9096.458,1026.859,2355.197
2023-09-27 23:30,6750.630,9096.458,1026.859,2355.197
2023-09-27 23:45,6750.779,9096.458,1026.859,2355.197
2023-09-28 00:00,6750.915,9096.458,1026.859,2355.197
2023-09-28 00:15,6751.044,9096.458,1026.859,2355.197
2023-09-28 00:30,6751.141,9096.458,1026.859,2355.197
2023-09-28 00:45,6751.244,9096.458,1026.859,2355.197
2023-09-28 01:00,6751.338,9096.458,1026.859,2355.197
2023-09-28 01:15,6751.456,9096.458,1026.859,2355.197
2023-09-28 01:30,6751.547,9096.458,1026.859,2355.197
2023-09-28 01:45,6751.625,9096.458,1026.859,2355.197
2023-09-28 02:00,6751.702,9096.458,1026.859,2355.197
2023-09-28 02:15,6751.783,9096.458,1026.859,2355.197
2023-09-28 02:30,6751.866,9096.458,1026.859,2355.197
2023-09-28 02:45,6751.963,9096.458,1026.859,2355.197
2023-09-28 03:00,6752.068,9096.458,1026.859,2355.197
2023-09-28 03:15,6752.178,9096.458,1026.859,2355.197
2023-09-28 03:30,6752.261,9096.458,1026.859,2355.197
2023-09-28 03:45,6752.304,9096.458,1026.859,2355.197
2023-09-28 04:00,6752.353,9096.458,1026.859,2355.197
2023-09-28 04:15,6752.397,9096.458,1026.859,2355.197
2023-09-28 04:30,6752.446,9096.458,1026.859,2355.197
2023-09-28 04:45,6752.511,9096.458,1026.859,2355.197
2023-09-28 05:00,6752.577,9096.458,1026.859,2355.197
2023-09-28 05:15,6752.633,9096.458,1026.859,2355.197
2023-09-28 05:30,6752.668,9096.458,1026.859,2355.197
2023-09-28 05:45,6752.717,9096.458,1026.859,2355.197
2023-09-28 06:00,6752.761,9096.458,1026.859,2355.197
2023-09-28 06:15,6752.806,9096.458,1026.859,2355.197
2023-09-28 06:30,6752.878,9096.458,1026.859,2355.197
2023-09-28 06:45,6752.961,9096.458,1026.859,2355.197
2023-09-28 07:00,6753.024,9096.458,1026.859,2355.197
2023-09-28 07:15,6753.028,9096.662,1026.859,2355.197
2023-09-28 07:30,6753.028,9096.886,1026.859,2355.197
2023-09-28 07:45,6753.028,9097.044,1026.859,2355.197
2023-09-28 08:00,6753.028,9097.150,1026.859,2355.197
2023-09-28 08:15,6753.028,9097.222,1026.859,2355.197
2023-09-28 08:30,6753.028,9097.249,1026.859,2355.198
2023-09-28 08:45,6753.028,9097.283,1026.859,2355.198
2023-09-28 09:00,6753.028,9097.317,1026.859,2355.198
2023-09-28 09:15,6753.028,9097.338,1026.859,2355.199
2023-09-28 09:30,6753.028,9097.342,1026.859,2355.200
2023-09-28 09:45,6753.028,9097.350,1026.859,2355.204
2023-09-28 10:00,6753.028,9097.350,1026.859,2355.213
2023-09-28 10:15,6753.028,9097.350,1026.859,2355.233
2023-09-28 10:30,6753.028,9097.350,1026.859,2355.252
2023-09-28 10:45,6753.028,9097.352,1026.859,2355.260
2023-09-28 11:00,6753.028,9097.519,1026.859,2355.286
2023-09-28 11:15,6753.028,9097.753,1026.859,2355.336
2023-09-28 11:30,6753.028,9098.063,1026.859,2355.345
2023-09-28 11:45,6753.028,9098.366,1026.859,2355.356
2023-09-28 12:00,6753.028,9098.481,1026.859,2355.461
2023-09-28 12:15,6753.028,9098.775,1026.859,2355.489
2023-09-28 12:30,6753.028,9098.830,1026.859,2355.634
2023-09-28 12:45,6753.028,9098.830,1026.859,2355.812
2023-09-28 13:00,6753.028,9098.835,1026.859,2355.940
2023-09-28 13:15,6753.028,9098.835,1026.859,2356.132
2023-09-28 13:30,6753.028,9098.854,1026.859,2356.295
2023-09-28 13:45,6753.028,9099.148,1026.859,2356.313
2023-09-28 14:00,6753.028,9099.148,1026.859,2356.381
2023-09-28 14:15,6753.028,9099.270,1026.859,2356.461
2023-09-28 14:30,6753.028,9099.281,1026.859,2356.485
2023-09-28 14:45,6753.028,9099.536,1026.859,2356.485
2023-09-28 15:00,6753.028,9099.658,1026.859,2356.485
2023-09-28 15:15,6753.028,9099.819,1026.859,2356.485
2023-09-28 15:30,6753.028,9100.151,1026.859,2356.488
2023-09-28 15:45,6753.028,9100.483,1026.859,2356.488
2023-09-28 16:00,6753.028,9101.079,1026.859,2356.488
2023-09-28 16:15,6753.028,9101.416,1026.859,2356.488
2023-09-28 16:30,6753.028,9101.690,1026.859,2356.489
2023-09-28 16:45,6753.028,9101.840,1026.859,2356.490
2023-09-28 17:00,6753.028,9101.960,1026.859,2356.490
2023-09-28 17:15,6753.028,9102.208,1026.859,2356.490
2023-09-28 17:30,6753.028,9102.411,1026.859,2356.490
2023-09-28 17:45,6753.028,9102.665,1026.859,2356.490
2023-09-28 18:00,6753.028,9102.927,1026.859,2356.490
2023-09-28 18:15,6753.028,9103.137,1026.859,2356.490
2023-09-28 18:30,6753.028,9103.337,1026.859,2356.490
2023-09-28 18:45,6753.028,9103.483,1026.859,2356.490
2023-09-28 19:00,6753.028,9103.525,1026.859,2356.490
2023-09-28 19:15,6753.028,9103.588,1026.859,2356.490
2023-09-28 19:30,6753.028,9103.658,1026.859,2356.490
2023-09-28 19:45,6753.028,9103.759,1026.859,2356.490
2023-09-28 20:00,6753.028,9103.949,1026.859,2356.490
2023-09-28 20:15,6753.028,9104.160,1026.859,2356.490
2023-09-28 20:30,6753.028,9104.365,1026.859,2356.490
2023-09-28 20:45,6753.028,9104.576,1026.859,2356.490
2023-09-28 21:00,6753.028,9104.769,1026.859,2356.490
2023-09-28 21:15,6753.028,9104.933,1026.859,2356.490
2023-09-28 21:30,6753.028,9105.165,1026.859,2356.490
2023-09-28 21:45,6753.028,9105.392,1026.859,2356.490
2023-09-28 22:00,6753.028,9105.630,1026.859,2356.490
2023-09-28 22:15,6753.028,9105.935,1026.859,2356.490
2023-09-28 22:30,6753.028,9106.331,1026.859,2356.490
2023-09-28 22:45,6753.028,9106.531,1026.859,2356.490
2023-09-28 23:00,6753.028,9106.654,1026.859,2356.490
2023-09-28 23:15,6753.156,9106.659,1026.859,2356.490
2023-09-28 23:30,6753.272,9106.659,1026.859,2356.490
2023-09-28 23:45,6753.360,9106.659,1026.859,2356.490
2023-09-29 00:00,6753.464,9106.659,1026.859,2356.490
2023-09-29 00:15,6753.584,9106.659,1026.859,2356.490
2023-09-29 00:30,6753.692,9106.659,1026.859,2356.490
2023-09-29 00:45,6753.783,9106.659,1026.859,2356.490
2023-09-29 01:00,6753.858,9106.659,1026.859,2356.490
2023-09-29 01:15,6753.945,9106.659,1026.859,2356.490
2023-09-29 01:30,6754.017,9106.659,1026.859,2356.490
2023-09-29 01:45,6754.122,9106.659,1026.859,2356.490
2023-09-29 02:00,6754.256,9106.659,1026.859,2356.490
2023-09-29 02:15,6754.369,9106.659,1026.859,2356.490
2023-09-29 02:30,6754.457,9106.659,1026.859,2356.490
2023-09-29 02:45,6754.536,9106.659,1026.859,2356.490
2023-09-29 03:00,6754.614,9106.659,1026.859,2356.490
2023-09-29 03:15,6754.686,9106.659,1026.859,2356.490
2023-09-29 03:30,6754.756,9106.659,1026.859,2356.490
2023-09-29 03:45,6754.877,9106.659,1026.859,2356.490
2023-09-29 04:00,6755.011,9106.659,1026.859,2356.490
2023-09-29 04:15,6755.073,9106.659,1026.859,2356.490
2023-09-29 04:30,6755.131,9106.659,1026.859,2356.490
2023-09-29 04:45,6755.178,9106.659,1026.859,2356.490
2023-09-29 05:00,6755.215,9106.659,1026.859,2356.490
2023-09-29 05:15,6755.254,9106.659,1026.859,2356.490
2023-09-29 05:30,6755.311,9106.659,1026.859,2356.490
2023-09-29 05:45,6755.371,9106.659,1026.859,2356.490
2023-09-29 06:00,6755.425,9106.659,1026.859,2356.490
2023-09-29 06:15,6755.490,9106.659,1026.859,2356.490
2023-09-29 06:30,6755.542,9106.659,1026.859,2356.490
2023-09-29 06:45,6755.578,9106.659,1026.859,2356.490
2023-09-29 07:00,6755.613,9106.659,1026.859,2356.490
2023-09-29 07:15,6755.615,9106.715,1026.859,2356.490
2023-09-29 07:30,6755.615,9106.992,1026.859,2356.490
2023-09-29 07:45,6755.615,9107.159,1026.859,2356.490
2023-09-29 08:00,6755.615,9107.354,1026.859,2356.490
2023-09-29 08:15,6755.615,9107.493,1026.859,2356.490
2023-09-29 08:30,6755.615,9107.579,1026.859,2356.490
2023-09-29 08:45,6755.615,9107.695,1026.859,2356.490
2023-09-29 09:00,6755.615,9107.798,1026.859,2356.490
2023-09-29 09:15,6755.615,9107.817,1026.859,2356.495
2023-09-29 09:30,6755.615,9107.840,1026.859,2356.500
2023-09-29 09:45,6755.615,9107.896,1026.859,2356.500
2023-09-29 10:00,6755.615,9107.928,1026.859,2356.500
2023-09-29 10:15,6755.615,9107.935,1026.859,2356.506
2023-09-29 10:30,6755.615,9108.289,1026.859,2356.518
2023-09-29 10:45,6755.615,9108.457,1026.859,2356.534
2023-09-29 11:00,6755.615,9108.457,1026.859,2356.584
2023-09-29 11:15,6755.615,9108.461,1026.859,2356.618
2023-09-29 11:30,6755.615,9108.486,1026.859,2356.620
2023-09-29 11:45,6755.615,9108.565,1026.859,2356.620
2023-09-29 12:00,6755.615,9108.653,1026.859,2356.620
2023-09-29 12:15,6755.615,9108.702,1026.859,2356.625
2023-09-29 12:30,6755.615,9108.725,1026.859,2356.627
2023-09-29 12:45,6755.615,9108.808,1026.859,2356.627
2023-09-29 13:00,6755.615,9108.879,1026.859,2356.627
2023-09-29 13:15,6755.615,9108.944,1026.859,2356.630
2023-09-29 13:30,6755.615,9109.145,1026.859,2356.630
2023-09-29 13:45,6755.615,9109.225,1026.859,2356.630
2023-09-29 14:00,6755.615,9109.283,1026.859,2356.646
2023-09-29 14:15,6755.615,9109.400,1026.859,2356.655
2023-09-29 14:30,6755.615,9109.735,1026.859,2356.657
2023-09-29 14:45,6755.615,9109.966,1026.859,2356.690
2023-09-29 15:00,6755.615,9110.109,1026.859,2356.717
2023-09-29 15:15,6755.615,9110.112,1026.859,2356.729
2023-09-29 15:30,6755.615,9110.128,1026.859,2356.757
2023-09-29 15:45,6755.615,9110.162,1026.859,2356.762
2023-09-29 16:00,6755.615,9110.228,1026.859,2356.762
2023-09-29 16:15,6755.615,9110.304,1026.859,2356.762
2023-09-29 16:30,6755.615,9110.384,1026.859,2356.762
2023-09-29 16:45,6755.615,9110.402,1026.859,2356.764
2023-09-29 17:00,6755.615,9110.410,1026.859,2356.769
2023-09-29 17:15,6755.615,9110.423,1026.859,2356.769
2023-09-29 17:30,6755.615,9111.129,1026.859,2356.769
2023-09-29 17:45,6755.615,9111.454,1026.859,2356.769
2023-09-29 18:00,6755.615,9111.574,1026.859,2356.769
2023-09-29 18:15,6755.615,9112.143,1026.859,2356.769
2023-09-29 18:30,6755.615,9112.792,1026.859,2356.769
2023-09-29 18:45,6755.615,9112.948,1026.859,2356.769
2023-09-29 19:00,6755.615,9113.135,1026.859,2356.769
2023-09-29 19:15,6755.615,9113.522,1026.859,2356.769
2023-09-29 19:30,6755.615,9114.054,1026.859,2356.769
2023-09-29 19:45,6755.615,9114.210,1026.859,2356.769
2023-09-29 20:00,6755.615,9114.306,1026.859,2356.769
2023-09-29 20:15,6755.615,9114.379,1026.859,2356.769
2023-09-29 20:30,6755.615,9114.469,1026.859,2356.769
2023-09-29 20:45,6755.615,9114.569,1026.859,2356.769
2023-09-29 21:00,6755.615,9114.682,1026.859,2356.769
2023-09-29 21:15,6755.615,9114.779,1026.859,2356.769
2023-09-29 21:30,6755.615,9114.871,1026.859,2356.769
2023-09-29 21:45,6755.615,9114.936,1026.859,2356.769
2023-09-29 22:00,6755.615,9115.011,1026.859,2356.769
2023-09-29 22:15,6755.615,9115.101,1026.859,2356.769
2023-09-29 22:30,6755.615,9115.195,1026.859,2356.769
2023-09-29 22:45,6755.615,9115.329,1026.859,2356.769
2023-09-29 23:00,6755.615,9115.456,1026.859,2356.769
2023-09-29 23:15,6755.731,9115.461,1026.859,2356.769
2023-09-29 23:30,6755.825,9115.461,1026.859,2356.769
2023-09-29 23:45,6755.929,9115.461,1026.859,2356.769
2023-09-30 00:00,6755.996,9115.461,1026.859,2356.769
2023-09-30 00:15,6756.069,9115.461,1026.859,2356.769
2023-09-30 00:30,6756.229,9115.461,1026.859,2356.769
2023-09-30 00:45,6756.388,9115.461,1026.859,2356.769
2023-09-30 01:00,6756.475,9115.461,1026.859,2356.769
2023-09-30 01:15,6756.560,9115.461,1026.859,2356.769
2023-09-30 01:30,6756.633,9115.461,1026.859,2356.769
2023-09-30 01:45,6756.706,9115.461,1026.859,2356.769
2023-09-30 02:00,6756.782,9115.461,1026.859,2356.769
2023-09-30 02:15,6756.889,9115.461,1026.859,2356.769
2023-09-30 02:30,6756.963,9115.461,1026.859,2356.769
2023-09-30 02:45,6757.025,9115.461,1026.859,2356.769
2023-09-30 03:00,6757.079,9115.461,1026.859,2356.769
2023-09-30 03:15,6757.124,9115.461,1026.859,2356.769
2023-09-30 03:30,6757.164,9115.461,1026.859,2356.769
2023-09-30 03:45,6757.210,9115.461,1026.859,2356.769
2023-09-30 04:00,6757.282,9115.461,1026.859,2356.769
2023-09-30 04:15,6757.342,9115.461,1026.859,2356.769
2023-09-30 04:30,6757.403,9115.461,1026.859,2356.769
2023-09-30 04:45,6757.464,9115.461,1026.859,2356.769
2023-09-30 05:00,6757.509,9115.461,1026.859,2356.769
2023-09-30 05:15,6757.553,9115.461,1026.859,2356.769
2023-09-30 05:30,6757.601,9115.461,1026.859,2356.769
2023-09-30 05:45,6757.669,9115.461,1026.859,2356.769
2023-09-30 06:00,6757.728,9115.461,1026.859,2356.769
2023-09-30 06:15,6757.793,9115.461,1026.859,2356.769
2023-09-30 06:30,6757.854,9115.461,1026.859,2356.769
2023-09-30 06:45,6757.897,9115.461,1026.859,2356.769
2023-09-30 07:00,6757.936,9115.461,1026.859,2356.769
2023-09-30 07:15,6758.003,9115.461,1026.859,2356.769
2023-09-30 07:30,6758.069,9115.461,1026.859,2356.769
2023-09-30 07:45,6758.105,9115.461,1026.859,2356.769
2023-09-30 08:00,6758.165,9115.461,1026.859,2356.769
2023-09-30 08:15,6758.218,9115.461,1026.859,2356.769
2023-09-30 08:30,6758.221,9115.461,1026.870,2356.769
2023-09-30 08:45,6758.221,9115.461,1026.918,2356.769
2023-09-30 09:00,6758.221,9115.461,1027.008,2356.769
2023-09-30 09:15,6758.221,9115.461,1027.118,2356.769
2023-09-30 09:30,6758.221,9115.461,1027.229,2356.769
2023-09-30 09:45,6758.221,9115.461,1027.342,2356.769
2023-09-30 10:00,6758.221,9115.461,1027.469,2356.769
2023-09-30 10:15,6758.221,9115.461,1027.641,2356.769
2023-09-30 10:30,6758.295,9115.461,1027.797,2356.769
2023-09-30 10:45,6758.295,9115.461,1027.974,2356.769
2023-09-30 11:00,6758.295,9115.461,1028.173,2356.769
2023-09-30 11:15,6758.295,9115.461,1028.369,2356.769
2023-09-30 11:30,6758.307,9115.461,1028.451,2356.769
2023-09-30 11:45,6758.739,9115.461,1028.480,2356.769
2023-09-30 12:00,6758.806,9115.461,1028.638,2356.769
2023-09-30 12:15,6758.891,9115.461,1028.726,2356.769
2023-09-30 12:30,6758.905,9115.461,1028.839,2356.769
2023-09-30 12:45,6758.905,9115.461,1029.014,2356.769
2023-09-30 13:00,6758.915,9115.461,1029.104,2356.769
2023-09-30 13:15,6759.211,9115.461,1029.106,2356.769
2023-09-30 13:30,6759.276,9115.461,1029.106,2356.769
2023-09-30 13:45,6759.370,9115.461,1029.106,2356.769
2023-09-30 14:00,6759.516,9115.461,1029.107,2356.769
2023-09-30 14:15,6759.602,9115.461,1029.112,2356.769
2023-09-30 14:30,6759.725,9115.461,1029.117,2356.769
2023-09-30 14:45,6759.785,9115.461,1029.135,2356.769
2023-09-30 15:00,6759.898,9115.461,1029.135,2356.769
2023-09-30 15:15,6759.952,9115.461,1029.135,2356.769
2023-09-30 15:30,6760.129,9115.461,1029.135,2356.769
2023-09-30 15:45,6760.267,9115.461,1029.135,2356.769
2023-09-30 16:00,6760.440,9115.461,1029.135,2356.769
2023-09-30 16:15,6760.471,9115.461,1029.138,2356.769
2023-09-30 16:30,6760.551,9115.461,1029.139,2356.769
2023-09-30 16:45,6760.561,9115.461,1029.141,2356.769
2023-09-30 17:00,6760.717,9115.461,1029.141,2356.769
2023-09-30 17:15,6761.266,9115.461,1029.141,2356.769
2023-09-30 17:30,6761.663,9115.461,1029.141,2356.769
2023-09-30 17:45,6761.969,9115.461,1029.141,2356.769
2023-09-30 18:00,6762.361,9115.461,1029.141,2356.769
2023-09-30 18:15,6762.724,9115.461,1029.141,2356.769
2023-09-30 18:30,6762.847,9115.461,1029.141,2356.769
2023-09-30 18:45,6762.942,9115.461,1029.141,2356.769
2023-09-30 19:00,6763.055,9115.461,1029.141,2356.769
2023-09-30 19:15,6763.157,9115.461,1029.141,2356.769
2023-09-30 19:30,6763.256,9115.461,1029.141,2356.769
2023-09-30 19:45,6763.332,9115.461,1029.141,2356.769
2023-09-30 20:00,6763.414,9115.461,1029.141,2356.769
2023-09-30 20:15,6763.598,9115.461,1029.141,2356.769
